# 1   2    3     4      5      6      7          8        9       10       11           12    13  
# Mu, T, ln(Z), <H>, <H^2>_c, <N>, <N^2>_c,   <NH>_c, <M_z^2>_c, <d>, <n.n. Spins>,   Entropy, Cv
  -0.10000E+02   0.14661E+00   0.00000E+00  -0.27528E-20   0.73501E-20   0.10212E-20   0.10212E-20  -0.27528E-20   0.25531E-21   0.45164E-49  -0.30710E-46   0.50881E-19  -0.32761E-20
  -0.10000E+02   0.15882E+00   0.36380E-11  -0.12746E-18   0.34476E-18   0.46594E-19   0.46594E-19  -0.12746E-18   0.11648E-19   0.18266E-45  -0.12101E-42   0.36380E-11  -0.15458E-18
  -0.10000E+02   0.17204E+00  -0.81570E-10  -0.43164E-17   0.11844E-16   0.15528E-17   0.15528E-17  -0.43164E-17   0.38820E-18   0.38748E-42  -0.24909E-39  -0.81570E-10  -0.52362E-17
  -0.10000E+02   0.18637E+00   0.39563E-10  -0.10948E-15   0.30510E-15   0.38710E-16   0.38710E-16  -0.10948E-15   0.96775E-17   0.45218E-39  -0.28093E-36   0.39565E-10  -0.13028E-15
  -0.10000E+02   0.20000E+00   0.00000E+00  -0.15182E-14   0.42928E-14   0.52830E-15   0.52830E-15  -0.15182E-14   0.13207E-15   0.14466E-36  -0.86939E-34   0.18824E-13  -0.17467E-14
  -0.10000E+02   0.21871E+00  -0.72760E-11  -0.32271E-13   0.93028E-13   0.10998E-13   0.10998E-13  -0.32271E-13   0.27495E-14   0.12178E-33  -0.69912E-31  -0.69207E-11  -0.34738E-13
  -0.10000E+02   0.23693E+00   0.21458E-10  -0.39039E-12   0.11456E-11   0.13056E-12   0.13056E-12  -0.39039E-12   0.32641E-13   0.30390E-31  -0.16694E-28   0.25321E-10  -0.38651E-12
  -0.10000E+02   0.25666E+00   0.22766E-10  -0.38333E-11   0.11452E-10   0.12585E-11   0.12585E-11  -0.38333E-11   0.31461E-12   0.48809E-29  -0.25594E-26   0.56862E-10  -0.34037E-11
  -0.10000E+02   0.27804E+00  -0.53547E-10  -0.31076E-10   0.94496E-10   0.10023E-10   0.10023E-10  -0.31076E-10   0.25057E-11   0.52119E-27  -0.26036E-24   0.19516E-09  -0.24047E-10
  -0.10000E+02   0.30000E+00   0.49681E-10  -0.19294E-09   0.59627E-09   0.61256E-10   0.61256E-10  -0.19294E-09   0.15314E-10   0.31078E-25  -0.14804E-22   0.14484E-08  -0.12692E-09
  -0.10000E+02   0.32628E+00   0.33691E-09  -0.12246E-08   0.38491E-08   0.38282E-09   0.38282E-09  -0.12246E-08   0.95704E-10   0.19673E-23  -0.88809E-21   0.83164E-08  -0.64348E-09
  -0.10000E+02   0.35345E+00   0.18503E-08  -0.61282E-08   0.19546E-07   0.18918E-08   0.18918E-08  -0.61282E-08   0.47295E-09   0.73455E-22  -0.31475E-19   0.38036E-07  -0.24459E-08
  -0.10000E+02   0.38289E+00   0.82349E-08  -0.26837E-07   0.86712E-07   0.82030E-08   0.82030E-08  -0.26837E-07   0.20507E-08   0.20352E-20  -0.82715E-18   0.15238E-06  -0.74131E-08
  -0.10000E+02   0.40000E+00   0.17374E-07  -0.57094E-07   0.18563E-06   0.17379E-07   0.17379E-07  -0.57094E-07   0.43447E-08   0.11110E-19  -0.43855E-17   0.30911E-06  -0.12084E-07
  -0.10000E+02   0.44933E+00   0.10945E-06  -0.36163E-06   0.11918E-05   0.10938E-06   0.10938E-06  -0.36163E-06   0.27345E-07   0.69974E-18  -0.25536E-15   0.17389E-05  -0.18916E-07
  -0.10000E+02   0.50000E+00   0.49492E-06  -0.16351E-05   0.54328E-05   0.49492E-06   0.49492E-06  -0.16351E-05   0.12373E-06   0.20385E-16  -0.69105E-14   0.71231E-05   0.12216E-06
  -0.10000E+02   0.52729E+00   0.99029E-06  -0.32626E-05   0.10867E-04   0.99030E-06   0.99030E-06  -0.32626E-05   0.24758E-06   0.94797E-16  -0.30953E-13   0.13584E-04   0.42506E-06
  -0.10000E+02   0.57121E+00   0.26368E-05  -0.86229E-05   0.28773E-04   0.26368E-05   0.26367E-05  -0.86227E-05   0.65919E-06   0.81622E-15  -0.25151E-12   0.33702E-04   0.17619E-05
  -0.10000E+02   0.60000E+00   0.46448E-05  -0.15091E-04   0.50360E-04   0.46447E-05   0.46446E-05  -0.15091E-04   0.11612E-05   0.28040E-14  -0.83288E-12   0.56905E-04   0.36863E-05
  -0.10000E+02   0.67032E+00   0.15199E-04  -0.48404E-04   0.16110E-03   0.15198E-04   0.15197E-04  -0.48401E-04   0.37996E-05   0.36073E-13  -0.98227E-11   0.16972E-03   0.15477E-04
  -0.10000E+02   0.70000E+00   0.23412E-04  -0.73828E-04   0.24524E-03   0.23411E-04   0.23408E-04  -0.73818E-04   0.58526E-05   0.90511E-13  -0.23775E-10   0.25238E-03   0.25409E-04
