# 1   2    3     4      5      6      7          8        9       10       11           12    13  
# Mu, T, ln(Z), <H>, <H^2>_c, <N>, <N^2>_c,   <NH>_c, <M_z^2>_c, <d>, <n.n. Spins>,   Entropy, Cv
  -0.10000E+02   0.14661E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.47641E-29   0.47641E-29   0.00000E+00   0.11910E-29   0.00000E+00   0.00000E+00   0.32496E-27   0.00000E+00
  -0.10000E+02   0.15882E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.90263E-27   0.90263E-27   0.00000E+00   0.22566E-27   0.00000E+00   0.00000E+00   0.56835E-25   0.00000E+00
  -0.10000E+02   0.17204E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.11427E-24   0.11427E-24   0.00000E+00   0.28568E-25   0.00000E+00   0.00000E+00   0.66419E-23   0.00000E+00
  -0.10000E+02   0.18637E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.99705E-23   0.99705E-23   0.00000E+00   0.24926E-23   0.00000E+00   0.00000E+00   0.53497E-21   0.00000E+00
  -0.10000E+02   0.20000E+00   0.00000E+00   0.11832-301   0.14198-299   0.38575E-21   0.38575E-21   0.23663-301   0.96437E-22   0.98597-304   0.00000E+00   0.19287E-19   0.35495-298
  -0.10000E+02   0.21871E+00   0.00000E+00   0.12086-275   0.14503-273   0.27804E-19   0.27804E-19   0.24172-275   0.69510E-20   0.10072-277   0.00000E+00   0.12713E-17   0.30319-272
  -0.10000E+02   0.23693E+00   0.00000E+00   0.28556-254   0.34267-252   0.93493E-18   0.93493E-18   0.57112-254   0.23373E-18   0.23797-256   0.00000E+00   0.39461E-16   0.61044-251
  -0.10000E+02   0.25666E+00   0.00000E+00   0.15341-234   0.18409-232   0.23993E-16   0.23993E-16   0.30681-234   0.59982E-17   0.12784-236   0.00000E+00   0.93480E-15   0.27945-231
  -0.10000E+02   0.27804E+00   0.44409E-15   0.25065-216   0.30078-214   0.47976E-15   0.47976E-15   0.50130-216   0.11994E-15   0.20888-218   0.00000E+00   0.17699E-13   0.38909-213
  -0.10000E+02   0.30000E+00   0.66613E-14   0.25611-200   0.30733-198   0.66765E-14   0.66765E-14   0.51222-200   0.16691E-14   0.21342-202   0.00000E+00   0.22921E-12   0.34148-197
  -0.10000E+02   0.32628E+00   0.97922E-13   0.53986-184   0.64784-182   0.97845E-13   0.97845E-13   0.10797-183   0.24461E-13   0.44989-186   0.00000E+00   0.30967E-11   0.60853-181
  -0.10000E+02   0.35345E+00   0.10325E-11   0.11463-169   0.13756-167   0.10325E-11   0.10325E-11   0.22927-169   0.25813E-12   0.95528-172   0.00000E+00   0.30245E-10   0.11011-166
  -0.10000E+02   0.38289E+00   0.90903E-11   0.19268-156   0.23121-154   0.90903E-11   0.90903E-11   0.38535-156   0.22726E-11   0.16056-158   0.00000E+00   0.24650E-09   0.15771-153
  -0.10000E+02   0.40000E+00   0.27776E-10   0.11916-149   0.14299-147   0.27776E-10   0.27776E-10   0.23831-149   0.69440E-11   0.99296-152   0.00000E+00   0.72217E-09   0.89366-147
  -0.10000E+02   0.44933E+00   0.43214E-09   0.58018-133   0.69621-131   0.43214E-09   0.43214E-09   0.11604-132   0.10804E-09   0.48348-135   0.00000E+00   0.10050E-07   0.34484-130
  -0.10000E+02   0.50000E+00   0.41223E-08   0.29973-119   0.35967-117   0.41223E-08   0.41223E-08   0.59945-119   0.10306E-08   0.24977-121   0.00000E+00   0.86568E-07   0.14387-116
  -0.10000E+02   0.52729E+00   0.11607E-07   0.58995-113   0.70794-111   0.11607E-07   0.11607E-07   0.11799-112   0.29017E-08   0.49163-115   0.00000E+00   0.23173E-06   0.25462-110
  -0.10000E+02   0.57121E+00   0.49883E-07   0.43266-104   0.51919-102   0.49883E-07   0.49883E-07   0.86532-104   0.12471E-07   0.36055-106   0.00000E+00   0.92318E-06   0.15912-101
  -0.10000E+02   0.60000E+00   0.11555E-06   0.55437E-99   0.66525E-97   0.11555E-06   0.11555E-06   0.11087E-98   0.28889E-07   0.46198-101   0.00000E+00   0.20415E-05   0.18479E-96
  -0.10000E+02   0.67032E+00   0.66392E-06   0.23681E-88   0.28418E-86   0.66392E-06   0.66392E-06   0.47363E-88   0.16598E-06   0.19735E-90   0.00000E+00   0.10568E-04   0.63245E-86
  -0.10000E+02   0.70000E+00   0.12497E-05   0.16607E-84   0.19928E-82   0.12497E-05   0.12497E-05   0.33213E-84   0.31244E-06   0.13839E-86   0.00000E+00   0.19103E-04   0.40670E-82
  -0.10000E+02   0.80000E+00   0.74533E-05   0.11958E-73   0.14349E-71   0.74533E-05   0.74532E-05   0.23915E-73   0.18633E-05   0.99647E-76   0.00000E+00   0.10062E-03   0.22420E-71
  -0.10000E+02   0.85214E+00   0.16015E-04   0.53490E-69   0.64188E-67   0.16015E-04   0.16015E-04   0.10698E-68   0.40038E-05   0.44575E-71   0.00000E+00   0.20395E-03   0.88395E-67
  -0.10000E+02   0.90000E+00   0.29890E-04   0.33285E-65   0.39942E-63   0.29890E-04   0.29889E-04   0.66569E-65   0.74724E-05   0.27738E-67   0.00000E+00   0.36200E-03   0.49311E-63
  -0.10000E+02   0.10000E+01   0.90796E-04   0.18963E-58   0.22756E-56   0.90792E-04   0.90783E-04   0.37925E-58   0.22698E-04   0.15803E-60   0.00000E+00   0.99871E-03   0.22756E-56
  -0.10000E+02   0.10833E+01   0.19586E-03   0.89637E-54   0.10756E-51   0.19584E-03   0.19580E-03   0.17926E-53   0.48960E-04   0.74698E-56   0.00000E+00   0.20037E-02   0.91661E-52
  -0.10000E+02   0.11735E+01   0.39823E-03   0.18519E-49   0.22223E-47   0.39815E-03   0.39799E-03   0.37031E-49   0.99537E-04   0.15433E-51   0.00000E+00   0.37910E-02   0.16137E-47
  -0.10000E+02   0.12712E+01   0.76662E-03   0.17820E-45   0.21384E-43   0.76633E-03   0.76574E-03   0.35626E-45   0.19158E-03   0.14850E-47   0.00000E+00   0.67948E-02   0.13232E-43
  -0.10000E+02   0.13771E+01   0.14031E-02   0.84687E-42   0.10162E-39   0.14022E-02   0.14002E-02   0.16926E-41   0.35054E-03   0.70573E-44   0.00000E+00   0.11585E-01   0.53586E-40
  -0.10000E+02   0.14918E+01   0.24510E-02   0.20981E-38   0.25178E-36   0.24480E-02   0.24420E-02   0.41912E-38   0.61199E-03   0.17485E-40   0.00000E+00   0.18860E-01   0.11313E-36
  -0.10000E+02   0.16161E+01   0.41001E-02   0.28485E-35   0.34182E-33   0.40917E-02   0.40750E-02   0.56853E-35   0.10229E-02   0.23737E-37   0.00000E+00   0.29419E-01   0.13088E-33
  -0.10000E+02   0.17507E+01   0.65897E-02   0.22187E-32   0.26625E-30   0.65681E-02   0.65249E-02   0.44229E-32   0.16420E-02   0.18490E-34   0.00000E+00   0.44107E-01   0.86872E-31
  -0.10000E+02   0.18965E+01   0.10205E-01   0.10345E-29   0.12414E-27   0.10153E-01   0.10050E-01   0.20585E-29   0.25383E-02   0.86207E-32   0.00000E+00   0.63741E-01   0.34515E-28
  -0.10000E+02   0.20544E+01   0.15268E-01   0.30020E-27   0.36024E-25   0.15152E-01   0.14922E-01   0.59586E-27   0.37879E-02   0.25017E-29   0.00000E+00   0.89019E-01   0.85352E-26
  -0.10000E+02   0.22255E+01   0.22121E-01   0.56211E-25   0.67453E-23   0.21878E-01   0.21400E-01   0.11119E-24   0.54696E-02   0.46843E-27   0.00000E+00   0.12043E+00   0.13619E-23
  -0.10000E+02   0.24109E+01   0.31108E-01   0.70204E-23   0.84245E-21   0.30630E-01   0.29691E-01   0.13826E-22   0.76574E-02   0.58503E-25   0.00000E+00   0.15815E+00   0.14494E-21
  -0.10000E+02   0.26117E+01   0.42548E-01   0.60304E-21   0.72365E-19   0.41655E-01   0.39920E-01   0.11810E-20   0.10414E-01   0.50253E-23   0.00000E+00   0.20204E+00   0.10609E-19
  -0.10000E+02   0.28292E+01   0.56705E-01   0.36650E-19   0.43980E-17   0.55128E-01   0.52089E-01   0.71280E-19   0.13782E-01   0.30542E-21   0.00000E+00   0.25156E+00   0.54945E-18
  -0.10000E+02   0.30649E+01   0.73773E-01   0.16178E-17   0.19414E-15   0.71117E-01   0.66060E-01   0.31206E-17   0.17779E-01   0.13482E-19   0.00000E+00   0.30581E+00   0.20668E-16
  -0.10000E+02   0.33201E+01   0.93847E-01   0.53143E-16   0.63772E-14   0.89578E-01   0.81554E-01   0.10153E-15   0.22395E-01   0.44286E-18   0.00000E+00   0.36365E+00   0.57852E-15
  -0.10000E+02   0.35966E+01   0.11692E+00   0.13286E-14   0.15943E-12   0.11034E+00   0.98169E-01   0.25106E-14   0.27586E-01   0.11072E-16   0.00000E+00   0.42372E+00   0.12325E-13
  -0.10000E+02   0.38962E+01   0.14288E+00   0.25813E-13   0.30976E-11   0.13314E+00   0.11542E+00   0.48189E-13   0.33285E-01   0.21511E-15   0.00000E+00   0.48460E+00   0.20405E-12
  -0.10000E+02   0.42207E+01   0.17151E+00   0.39737E-12   0.47685E-10   0.15761E+00   0.13277E+00   0.73211E-12   0.39402E-01   0.33114E-14   0.00000E+00   0.54493E+00   0.26768E-11
  -0.10000E+02   0.45722E+01   0.20252E+00   0.49349E-11   0.59219E-09   0.18333E+00   0.14972E+00   0.89651E-11   0.45832E-01   0.41124E-13   0.00000E+00   0.60347E+00   0.28327E-10
  -0.10000E+02   0.49530E+01   0.23553E+00   0.50273E-10   0.60327E-08   0.20985E+00   0.16581E+00   0.89996E-10   0.52463E-01   0.41894E-12   0.00000E+00   0.65922E+00   0.24591E-09
  -0.10000E+02   0.53656E+01   0.27017E+00   0.42666E-09   0.51199E-07   0.23675E+00   0.18070E+00   0.75231E-09   0.59187E-01   0.35555E-11   0.00000E+00   0.71140E+00   0.17784E-08
  -0.10000E+02   0.58124E+01   0.30599E+00   0.30602E-08   0.36723E-06   0.26361E+00   0.19412E+00   0.53137E-08   0.65902E-01   0.25502E-10   0.00000E+00   0.75952E+00   0.10870E-07
  -0.10000E+02   0.62965E+01   0.34259E+00   0.18798E-07   0.22557E-05   0.29007E+00   0.20593E+00   0.32142E-07   0.72518E-01   0.15665E-09   0.00000E+00   0.80328E+00   0.56895E-07
  -0.10000E+02   0.68210E+01   0.37957E+00   0.10010E-06   0.12012E-04   0.31585E+00   0.21609E+00   0.16859E-06   0.78962E-01   0.83420E-09   0.00000E+00   0.84263E+00   0.25819E-06
  -0.10000E+02   0.73891E+01   0.41657E+00   0.46743E-06   0.56092E-04   0.34069E+00   0.22462E+00   0.77561E-06   0.85173E-01   0.38953E-08   0.00000E+00   0.87765E+00   0.10274E-05
